               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                 732,            0.032485,            0.014705,          0.00026245,            0.079699,             0.98839,             0.89941,              0.9424,             0.82031,            0.019695,            0.011243,          0.00019339,            0.067501,           0.0033453,           0.0033453,           0.0033453
                 733,            0.032544,            0.014612,          0.00040979,            0.079762,             0.98768,             0.89918,             0.94205,             0.81958,            0.019689,            0.011243,          0.00019044,            0.067275,            0.003336,            0.003336,            0.003336
                 734,            0.033176,            0.014323,          0.00050884,            0.082253,             0.98884,              0.8984,               0.941,              0.8177,            0.019701,            0.011252,          0.00018922,            0.067088,           0.0033266,           0.0033266,           0.0033266
                 735,            0.033143,            0.015671,          0.00046484,            0.083392,             0.99071,             0.89852,             0.94217,             0.82191,            0.019721,            0.011253,          0.00018779,            0.067012,           0.0033173,           0.0033173,           0.0033173
                 736,            0.034208,            0.015478,          0.00033271,            0.080614,             0.98842,              0.8997,             0.94228,             0.82264,            0.019724,            0.011229,          0.00018677,            0.067016,           0.0033079,           0.0033079,           0.0033079
                 737,            0.033673,            0.015926,          0.00048766,            0.083604,             0.98931,              0.8993,             0.94229,             0.82171,            0.019774,            0.011223,          0.00018771,            0.066949,           0.0032987,           0.0032987,           0.0032987
                 738,            0.032606,            0.015078,          0.00037111,             0.08331,             0.98985,             0.89967,             0.94265,             0.82195,            0.019777,            0.011221,           0.0001884,            0.066815,           0.0032894,           0.0032894,           0.0032894
                 739,            0.032603,            0.014328,          0.00037768,            0.079659,             0.99031,             0.89885,              0.9425,             0.82502,            0.019732,             0.01122,          0.00018835,            0.066676,           0.0032802,           0.0032802,           0.0032802
                 740,            0.032548,            0.014155,           0.0003715,            0.081328,             0.98576,              0.9001,             0.94219,             0.82565,            0.019704,             0.01122,          0.00018864,            0.066516,            0.003271,            0.003271,            0.003271
                 741,            0.032828,            0.014786,          0.00041033,            0.082199,             0.98805,             0.90028,             0.94287,             0.82319,            0.019701,            0.011207,          0.00018933,            0.066502,           0.0032618,           0.0032618,           0.0032618
                 742,            0.032971,            0.014362,          0.00038211,            0.081083,             0.98732,             0.90069,             0.94287,             0.82411,            0.019663,            0.011192,          0.00018971,            0.066583,           0.0032527,           0.0032527,           0.0032527
                 743,            0.033015,            0.015093,          0.00039683,            0.083642,             0.98506,             0.90064,             0.94268,             0.82285,            0.019684,             0.01118,          0.00018857,            0.066611,           0.0032435,           0.0032435,           0.0032435
                 744,            0.034238,            0.015314,          0.00046933,            0.084939,             0.98731,             0.90043,             0.94257,             0.82248,            0.019649,            0.011158,          0.00018741,            0.066543,           0.0032345,           0.0032345,           0.0032345
                 745,            0.033521,             0.01463,          0.00040733,            0.080907,             0.98695,              0.9025,             0.94305,             0.82164,            0.019666,            0.011162,          0.00018579,            0.066603,           0.0032254,           0.0032254,           0.0032254
                 746,            0.032318,             0.01503,          0.00023785,            0.084322,             0.98602,             0.90242,             0.94274,             0.81948,            0.019654,             0.01117,          0.00018503,            0.066731,           0.0032163,           0.0032163,           0.0032163
                 747,            0.032912,            0.014664,          0.00039471,            0.080776,             0.98693,             0.90094,             0.94231,              0.8196,            0.019674,            0.011179,           0.0001851,            0.066753,           0.0032073,           0.0032073,           0.0032073
                 748,            0.032547,            0.014532,          0.00040076,             0.08317,             0.98813,             0.90088,             0.94153,             0.81909,            0.019743,             0.01121,          0.00018563,            0.066711,           0.0031984,           0.0031984,           0.0031984
                 749,            0.032723,            0.014969,           0.0004628,            0.080952,             0.98966,             0.90023,              0.9424,             0.82149,            0.019774,            0.011211,          0.00018659,            0.066671,           0.0031894,           0.0031894,           0.0031894
                 750,            0.032805,             0.01363,          0.00028502,            0.080481,             0.99054,             0.89959,             0.94201,             0.82184,            0.019816,            0.011232,          0.00018923,            0.066716,           0.0031805,           0.0031805,           0.0031805
                 751,             0.03207,            0.013759,           0.0003943,            0.081555,             0.99113,             0.89978,             0.94227,              0.8221,            0.019843,            0.011249,          0.00019085,            0.066688,           0.0031716,           0.0031716,           0.0031716
                 752,            0.032234,            0.014452,          0.00055377,             0.08078,              0.9867,             0.89955,             0.94103,             0.82039,            0.019757,            0.011239,          0.00019245,            0.066669,           0.0031627,           0.0031627,           0.0031627
                 753,            0.032121,            0.014274,          0.00035234,            0.080358,             0.98853,             0.89917,             0.94202,             0.82264,            0.019771,            0.011229,          0.00019269,            0.066699,           0.0031539,           0.0031539,           0.0031539
                 754,            0.032975,             0.01516,          0.00042861,            0.078951,             0.98357,             0.90128,             0.94172,             0.82069,            0.019809,             0.01124,           0.0001936,            0.066682,            0.003145,            0.003145,            0.003145
                 755,            0.033421,            0.015321,          0.00047311,            0.083437,             0.98597,             0.89927,             0.94125,             0.82032,            0.019681,            0.011206,          0.00019363,            0.066727,           0.0031363,           0.0031363,           0.0031363
                 756,            0.031842,            0.014066,          0.00040917,            0.080884,             0.98579,             0.90149,             0.94213,              0.8218,            0.019618,            0.011173,          0.00019328,            0.066819,           0.0031275,           0.0031275,           0.0031275
                 757,            0.032463,            0.015159,          0.00047597,            0.082908,              0.9852,             0.90184,             0.94178,             0.82003,            0.019619,            0.011163,          0.00019401,            0.066841,           0.0031188,           0.0031188,           0.0031188
                 758,            0.031968,            0.015036,          0.00037662,            0.081177,             0.98933,             0.89991,             0.94201,             0.82137,            0.019597,            0.011147,          0.00019362,            0.066627,           0.0031101,           0.0031101,           0.0031101
                 759,            0.033664,            0.015049,          0.00038263,            0.079201,             0.98601,             0.90132,             0.94222,             0.82027,            0.019596,            0.011148,          0.00019367,            0.066583,           0.0031014,           0.0031014,           0.0031014
                 760,            0.032105,            0.014353,          0.00051348,            0.081346,             0.98555,             0.90009,             0.94195,             0.82141,            0.019564,            0.011138,           0.0001928,            0.066439,           0.0030927,           0.0030927,           0.0030927
                 761,            0.032532,            0.015323,          0.00047877,            0.082449,             0.98796,                 0.9,             0.94172,             0.82181,             0.01955,            0.011131,          0.00019093,            0.066343,           0.0030841,           0.0030841,           0.0030841
                 762,            0.033592,            0.014357,          0.00036121,            0.080567,             0.98816,             0.89986,             0.94185,              0.8202,            0.019519,            0.011136,          0.00018868,            0.066249,           0.0030755,           0.0030755,           0.0030755
                 763,            0.031972,             0.01448,          0.00038764,            0.081279,             0.98847,             0.90014,             0.94127,              0.8212,             0.01948,            0.011141,          0.00018735,            0.066173,            0.003067,            0.003067,            0.003067
                 764,            0.032361,            0.015099,          0.00034049,            0.080868,             0.98935,             0.90056,             0.94185,             0.82094,            0.019501,            0.011143,          0.00018673,            0.066169,           0.0030584,           0.0030584,           0.0030584
                 765,            0.031813,             0.01394,          0.00046989,            0.079482,             0.98985,             0.90077,             0.94135,             0.81977,             0.01955,            0.011137,          0.00018693,            0.066114,           0.0030499,           0.0030499,           0.0030499
                 766,            0.031723,            0.013722,          0.00039017,            0.079371,             0.98873,             0.90073,              0.9422,             0.82059,            0.019516,            0.011123,          0.00018754,            0.066061,           0.0030415,           0.0030415,           0.0030415
                 767,            0.032711,            0.013581,           0.0003598,            0.081034,             0.98873,             0.90075,             0.94242,             0.81953,            0.019505,            0.011108,          0.00018821,             0.06607,            0.003033,            0.003033,            0.003033
                 768,            0.031876,            0.014225,          0.00045417,             0.08175,             0.98981,             0.90037,              0.9424,             0.81976,            0.019467,            0.011099,          0.00018815,            0.066085,           0.0030246,           0.0030246,           0.0030246
                 769,            0.033299,            0.014575,          0.00042133,            0.080477,             0.98838,              0.9005,             0.94256,             0.82106,            0.019444,             0.01109,          0.00018667,            0.066085,           0.0030162,           0.0030162,           0.0030162
                 770,            0.031724,            0.013895,          0.00035546,             0.08271,              0.9891,             0.90058,             0.94287,             0.81952,             0.01942,            0.011067,          0.00018576,             0.06596,           0.0030079,           0.0030079,           0.0030079
                 771,            0.032322,            0.014666,          0.00048094,            0.081937,             0.99066,             0.89999,              0.9428,             0.82109,            0.019443,            0.011082,          0.00018456,            0.065836,           0.0029996,           0.0029996,           0.0029996
                 772,            0.032822,            0.014797,          0.00043608,            0.081501,             0.98996,             0.89985,             0.94261,             0.82117,             0.01948,            0.011112,          0.00018337,            0.065801,           0.0029913,           0.0029913,           0.0029913
                 773,             0.03191,            0.013944,          0.00039232,            0.081344,             0.99161,             0.90003,             0.94343,               0.822,            0.019447,            0.011114,          0.00018372,            0.065688,            0.002983,            0.002983,            0.002983
                 774,            0.031245,             0.01455,          0.00039774,            0.080591,             0.99211,             0.89986,             0.94316,             0.82027,             0.01946,            0.011116,          0.00018641,            0.065645,           0.0029748,           0.0029748,           0.0029748
                 775,            0.031626,             0.01445,          0.00036757,            0.080439,             0.99152,             0.89925,             0.94306,             0.82072,            0.019463,            0.011114,             0.00019,            0.065649,           0.0029666,           0.0029666,           0.0029666
                 776,            0.032886,            0.015339,          0.00037994,            0.079727,             0.98928,             0.89965,             0.94252,             0.81878,            0.019507,            0.011136,           0.0001908,            0.065762,           0.0029584,           0.0029584,           0.0029584
                 777,            0.031725,            0.013794,          0.00032827,            0.079251,             0.99166,             0.90035,             0.94312,             0.81931,            0.019452,            0.011119,          0.00018869,            0.065983,           0.0029502,           0.0029502,           0.0029502
                 778,            0.031985,            0.015085,           0.0003667,            0.082929,             0.99249,             0.89925,             0.94341,             0.82093,            0.019437,            0.011113,          0.00018673,            0.065959,           0.0029421,           0.0029421,           0.0029421
                 779,            0.031909,            0.013406,           0.0003446,             0.08081,             0.98934,             0.90087,             0.94321,             0.82246,            0.019473,            0.011099,          0.00018666,            0.065957,            0.002934,            0.002934,            0.002934
                 780,             0.03178,            0.013993,          0.00027054,            0.081153,             0.99044,             0.90002,             0.94299,             0.82123,            0.019489,            0.011079,          0.00018627,            0.065862,            0.002926,            0.002926,            0.002926
                 781,            0.032178,            0.014703,          0.00044086,            0.084101,              0.9886,             0.90068,             0.94249,             0.82035,            0.019513,            0.011078,          0.00018649,            0.065767,           0.0029179,           0.0029179,           0.0029179
                 782,            0.031791,            0.014711,          0.00044672,            0.082554,             0.98574,             0.90177,             0.94231,              0.8219,            0.019519,            0.011109,          0.00018757,            0.065622,             0.00291,             0.00291,             0.00291
                 783,            0.031644,            0.013311,          0.00031572,            0.079421,             0.98754,             0.90038,             0.94224,             0.82193,            0.019488,            0.011136,          0.00018879,            0.065463,            0.002902,            0.002902,            0.002902
                 784,            0.032855,            0.014735,          0.00032032,            0.079592,             0.98725,             0.90053,             0.94229,             0.82076,            0.019489,             0.01113,          0.00018984,            0.065409,           0.0028941,           0.0028941,           0.0028941
                 785,            0.032544,              0.0143,          0.00056064,             0.08302,             0.98904,             0.90024,             0.94262,             0.82042,            0.019602,            0.011124,          0.00019069,            0.065437,           0.0028862,           0.0028862,           0.0028862
                 786,             0.03116,            0.014372,          0.00030695,             0.08074,             0.98964,             0.89994,             0.94228,             0.82132,            0.019548,            0.011099,          0.00019089,             0.06549,           0.0028783,           0.0028783,           0.0028783
                 787,            0.031881,            0.014251,          0.00029575,            0.080577,             0.98913,             0.90051,             0.94176,             0.82091,            0.019558,              0.0111,          0.00019029,            0.065525,           0.0028704,           0.0028704,           0.0028704
                 788,            0.033236,            0.014463,          0.00037302,            0.076955,             0.98953,             0.90112,             0.94172,             0.82026,            0.019579,            0.011116,          0.00019114,            0.065662,           0.0028626,           0.0028626,           0.0028626
                 789,            0.032157,            0.014372,          0.00040543,            0.079484,             0.98591,              0.9011,             0.94107,             0.82009,            0.019547,             0.01112,           0.0001915,            0.065626,           0.0028548,           0.0028548,           0.0028548
                 790,            0.033095,            0.014548,          0.00036456,            0.079307,             0.98612,             0.90012,             0.94115,             0.81901,            0.019563,            0.011109,           0.0001913,            0.065679,           0.0028471,           0.0028471,           0.0028471
                 791,             0.03157,            0.013741,          0.00038711,            0.080358,             0.98807,             0.90008,             0.94146,             0.82132,            0.019498,            0.011088,          0.00019166,            0.065652,           0.0028394,           0.0028394,           0.0028394
                 792,            0.030448,            0.013248,          0.00030506,            0.081716,             0.98767,             0.90075,             0.94178,             0.82362,            0.019451,            0.011054,          0.00019195,            0.065634,           0.0028317,           0.0028317,           0.0028317
                 793,            0.031901,            0.014256,          0.00045269,            0.080376,              0.9859,             0.90103,             0.94188,             0.82412,            0.019428,            0.011033,          0.00019171,            0.065581,            0.002824,            0.002824,            0.002824
                 794,            0.031812,            0.013805,          0.00024995,            0.081821,             0.98734,             0.89989,             0.94247,             0.82386,              0.0194,            0.011021,          0.00019123,            0.065551,           0.0028164,           0.0028164,           0.0028164
                 795,            0.031179,            0.014502,          0.00034144,            0.080795,             0.98777,             0.90049,             0.94224,             0.82355,            0.019402,            0.011015,          0.00019048,            0.065548,           0.0028088,           0.0028088,           0.0028088
                 796,            0.031186,            0.014615,          0.00038868,             0.08188,             0.98757,              0.8999,             0.94207,             0.82377,            0.019375,            0.010992,          0.00018952,            0.065469,           0.0028013,           0.0028013,           0.0028013
                 797,            0.030953,            0.013217,          0.00028311,            0.079138,             0.98842,             0.90075,             0.94256,              0.8251,            0.019345,            0.010976,          0.00018834,            0.065434,           0.0027937,           0.0027937,           0.0027937
                 798,            0.031619,            0.014331,          0.00044615,            0.083389,              0.9871,              0.9009,             0.94206,             0.82251,            0.019337,            0.010966,          0.00018849,            0.065404,           0.0027862,           0.0027862,           0.0027862
                 799,            0.031124,            0.014677,          0.00044336,            0.081883,              0.9875,             0.90075,             0.94251,             0.82147,            0.019347,            0.010976,          0.00018928,            0.065396,           0.0027788,           0.0027788,           0.0027788
                 800,            0.030912,            0.014407,          0.00030121,            0.081969,             0.98568,             0.90115,             0.94237,             0.82331,            0.019338,             0.01098,          0.00018938,            0.065385,           0.0027713,           0.0027713,           0.0027713
                 801,            0.029736,            0.013906,          0.00044747,            0.080384,             0.98576,             0.90122,              0.9422,             0.82396,            0.019324,            0.010974,          0.00018924,            0.065369,           0.0027639,           0.0027639,           0.0027639
                 802,            0.032411,            0.014662,          0.00030452,            0.079043,              0.9882,             0.90033,             0.94224,             0.82425,            0.019313,             0.01097,           0.0001893,            0.065387,           0.0027566,           0.0027566,           0.0027566
                 803,            0.032469,            0.014507,          0.00030605,            0.080929,             0.98998,             0.90033,             0.94229,             0.82392,             0.01931,            0.010964,          0.00018987,            0.065402,           0.0027492,           0.0027492,           0.0027492
                 804,            0.030893,            0.013064,          0.00029098,             0.08042,             0.98901,             0.89939,             0.94133,             0.82627,            0.019282,            0.010959,          0.00019051,            0.065363,           0.0027419,           0.0027419,           0.0027419
                 805,            0.032737,            0.014788,           0.0003422,            0.081694,             0.98869,             0.90026,             0.94205,             0.82723,            0.019258,            0.010948,           0.0001913,             0.06536,           0.0027346,           0.0027346,           0.0027346
                 806,            0.032366,            0.014412,          0.00057296,            0.078528,             0.98955,             0.90007,             0.94129,             0.82635,            0.019271,            0.010958,          0.00019194,            0.065249,           0.0027274,           0.0027274,           0.0027274
                 807,            0.032634,            0.013712,          0.00037731,            0.079284,             0.98602,             0.90121,             0.94045,             0.82406,            0.019288,            0.010978,           0.0001918,            0.065166,           0.0027202,           0.0027202,           0.0027202
                 808,            0.031123,            0.013644,          0.00036645,             0.08185,             0.98862,             0.90039,             0.94178,             0.82419,            0.019289,            0.010975,          0.00019111,            0.065158,            0.002713,            0.002713,            0.002713
                 809,            0.030755,             0.01381,          0.00034376,            0.079287,             0.98724,             0.90038,             0.94143,              0.8236,            0.019295,            0.010973,          0.00019071,             0.06513,           0.0027059,           0.0027059,           0.0027059
                 810,             0.03072,            0.013754,          0.00030594,            0.081458,             0.98731,             0.89948,             0.94063,             0.82204,            0.019313,            0.010963,          0.00018997,            0.065173,           0.0026988,           0.0026988,           0.0026988
                 811,            0.031149,            0.014329,          0.00027412,            0.081031,              0.9858,             0.90004,             0.94059,             0.82192,            0.019345,             0.01097,          0.00018914,            0.065222,           0.0026917,           0.0026917,           0.0026917
                 812,            0.030875,              0.0134,          0.00026905,             0.07938,             0.98795,             0.90011,             0.94105,             0.82304,            0.019349,            0.010988,           0.0001885,            0.065193,           0.0026846,           0.0026846,           0.0026846
                 813,            0.030395,            0.014219,          0.00041437,            0.081355,             0.98817,             0.90026,             0.94193,             0.82429,            0.019349,            0.010985,           0.0001873,            0.065177,           0.0026776,           0.0026776,           0.0026776
                 814,            0.031083,            0.013696,          0.00031178,            0.079732,             0.98645,             0.90071,             0.94191,             0.82461,            0.019351,            0.010969,          0.00018554,            0.065122,           0.0026706,           0.0026706,           0.0026706
                 815,            0.031177,            0.014507,          0.00029537,            0.079562,             0.98917,             0.90077,             0.94224,              0.8245,            0.019384,             0.01098,          0.00018367,            0.065142,           0.0026637,           0.0026637,           0.0026637
                 816,            0.032302,            0.015099,          0.00037902,            0.079281,             0.98436,             0.90082,             0.94194,             0.82254,            0.019401,            0.010973,          0.00018299,            0.065172,           0.0026568,           0.0026568,           0.0026568
                 817,            0.031822,             0.01412,          0.00036785,            0.078183,             0.98664,             0.90073,             0.94229,             0.82485,            0.019407,            0.010975,          0.00018369,            0.065193,           0.0026499,           0.0026499,           0.0026499
                 818,            0.029393,            0.012963,          0.00034806,            0.082826,             0.98671,             0.90089,             0.94231,             0.82443,            0.019406,            0.010974,          0.00018503,            0.065247,            0.002643,            0.002643,            0.002643
                 819,            0.031648,            0.014683,          0.00039636,            0.080549,             0.99042,             0.90084,             0.94301,             0.82668,             0.01938,             0.01097,          0.00018601,             0.06522,           0.0026362,           0.0026362,           0.0026362
                 820,            0.032106,            0.014629,          0.00024812,            0.078952,             0.98891,               0.901,             0.94246,             0.82451,            0.019388,            0.010985,          0.00018642,            0.065168,           0.0026294,           0.0026294,           0.0026294
                 821,            0.030388,            0.013714,          0.00034896,            0.078283,             0.98857,             0.90208,             0.94315,             0.82488,            0.019424,            0.010987,          0.00018666,            0.065258,           0.0026227,           0.0026227,           0.0026227
                 822,            0.031119,            0.014549,          0.00035616,            0.080384,             0.98744,             0.90215,             0.94309,             0.82332,            0.019424,            0.010978,          0.00018712,            0.065217,            0.002616,            0.002616,            0.002616
                 823,            0.031165,            0.013911,            0.000359,            0.079681,             0.98657,             0.90203,             0.94327,             0.82512,            0.019421,            0.010957,          0.00018764,            0.065186,           0.0026093,           0.0026093,           0.0026093
                 824,            0.031485,            0.014221,          0.00042945,             0.07909,             0.98963,             0.90136,             0.94287,             0.82379,            0.019464,            0.010978,          0.00018877,            0.065119,           0.0026026,           0.0026026,           0.0026026
                 825,            0.030662,            0.014815,          0.00032969,            0.079215,             0.98786,             0.90122,              0.9422,             0.82349,            0.019445,            0.010976,           0.0001899,            0.065047,            0.002596,            0.002596,            0.002596
                 826,            0.030649,            0.014281,          0.00033733,            0.080375,             0.98572,             0.90085,             0.94171,             0.82314,            0.019417,            0.010978,          0.00019028,            0.064951,           0.0025894,           0.0025894,           0.0025894
                 827,            0.029677,             0.01305,          0.00027481,             0.07687,              0.9871,             0.90062,             0.94224,             0.82256,            0.019408,            0.010966,          0.00019074,            0.064902,           0.0025829,           0.0025829,           0.0025829
                 828,            0.032686,            0.014782,          0.00045252,            0.077942,               0.987,             0.90083,             0.94165,             0.82287,            0.019423,            0.010953,           0.0001906,            0.064885,           0.0025764,           0.0025764,           0.0025764
                 829,            0.030761,            0.013548,          0.00030212,            0.078276,             0.98551,             0.90107,             0.94223,             0.82318,            0.019432,             0.01096,          0.00019034,             0.06492,           0.0025699,           0.0025699,           0.0025699
                 830,            0.031718,            0.014373,          0.00056979,            0.081398,             0.98719,             0.90081,             0.94245,             0.82368,            0.019404,            0.010951,          0.00018935,            0.064988,           0.0025634,           0.0025634,           0.0025634
                 831,            0.030189,            0.013417,          0.00029139,            0.081576,             0.98862,             0.90099,             0.94208,             0.82343,             0.01939,            0.010951,          0.00018834,            0.065014,            0.002557,            0.002557,            0.002557
                 832,            0.031918,            0.014031,          0.00027196,            0.079458,             0.98581,             0.90123,             0.94144,             0.82244,             0.01936,            0.010954,          0.00018776,            0.065011,           0.0025507,           0.0025507,           0.0025507
                 833,            0.031738,            0.014848,          0.00033861,            0.081589,             0.98568,             0.90177,             0.94186,             0.82388,            0.019387,            0.010955,          0.00018719,            0.065068,           0.0025443,           0.0025443,           0.0025443
                 834,            0.030172,            0.013869,          0.00034362,            0.080064,             0.98544,             0.90165,             0.94252,             0.82437,              0.0194,            0.010964,          0.00018738,            0.065094,            0.002538,            0.002538,            0.002538
                 835,            0.030738,            0.013873,          0.00031802,            0.080005,             0.98845,             0.90169,             0.94281,             0.82569,            0.019375,            0.010964,          0.00018837,            0.065093,           0.0025317,           0.0025317,           0.0025317
                 836,            0.029916,            0.014138,          0.00030373,            0.081747,             0.98673,             0.90176,             0.94261,             0.82578,            0.019366,            0.010957,          0.00018875,            0.065117,           0.0025255,           0.0025255,           0.0025255
                 837,            0.030441,            0.013643,          0.00044501,            0.079075,             0.98894,             0.90167,             0.94275,             0.82626,             0.01935,            0.010938,          0.00018836,            0.065118,           0.0025193,           0.0025193,           0.0025193
                 838,            0.030207,            0.013876,           0.0003133,            0.081089,             0.98704,             0.90162,             0.94224,             0.82593,            0.019361,            0.010949,          0.00018602,            0.065063,           0.0025131,           0.0025131,           0.0025131
                 839,            0.032147,            0.014809,          0.00027936,            0.079916,              0.9849,              0.9018,             0.94266,             0.82555,            0.019359,            0.010962,          0.00018289,            0.065189,            0.002507,            0.002507,            0.002507
                 840,            0.032229,            0.015159,          0.00026682,            0.080505,             0.98573,             0.90159,             0.94265,             0.82804,            0.019341,            0.010954,          0.00017953,            0.065254,           0.0025008,           0.0025008,           0.0025008
                 841,            0.031105,            0.013639,          0.00029686,            0.079719,             0.98749,             0.89949,             0.94277,             0.82743,            0.019343,            0.010939,          0.00017667,            0.065359,           0.0024948,           0.0024948,           0.0024948
                 842,            0.030923,            0.014314,           0.0003236,            0.079205,             0.98693,             0.90131,             0.94344,               0.827,            0.019332,             0.01094,          0.00017473,             0.06549,           0.0024887,           0.0024887,           0.0024887
                 843,            0.031614,            0.014045,          0.00032207,            0.077429,              0.9846,             0.90098,             0.94284,             0.82585,            0.019331,             0.01094,          0.00017345,            0.065555,           0.0024827,           0.0024827,           0.0024827
                 844,            0.030874,            0.014258,          0.00035854,            0.080391,             0.98835,             0.90115,             0.94313,             0.82857,            0.019334,            0.010942,            0.000172,            0.065747,           0.0024768,           0.0024768,           0.0024768
                 845,            0.031344,            0.014505,          0.00031746,            0.079282,             0.98989,             0.90098,             0.94323,             0.82865,            0.019323,            0.010932,          0.00017106,            0.065834,           0.0024708,           0.0024708,           0.0024708
                 846,            0.030855,            0.014537,          0.00033139,            0.080306,             0.98718,             0.90092,             0.94291,             0.82939,             0.01932,            0.010932,           0.0001699,            0.065919,           0.0024649,           0.0024649,           0.0024649
                 847,            0.032084,            0.013976,          0.00035864,            0.078508,             0.98758,             0.90139,             0.94272,             0.82917,            0.019296,            0.010926,          0.00016957,            0.065891,           0.0024591,           0.0024591,           0.0024591
                 848,             0.03076,            0.013708,          0.00033462,            0.081122,             0.98966,             0.90095,             0.94336,             0.82923,            0.019264,            0.010909,          0.00016958,            0.065947,           0.0024532,           0.0024532,           0.0024532
                 849,             0.03127,            0.014344,          0.00034982,            0.079734,             0.99031,             0.90029,              0.9434,             0.82924,            0.019229,            0.010896,           0.0001698,            0.065795,           0.0024475,           0.0024475,           0.0024475
                 850,            0.031621,            0.014155,          0.00040428,            0.078454,             0.98882,             0.90129,             0.94317,             0.82993,            0.019211,            0.010882,          0.00016965,            0.065719,           0.0024417,           0.0024417,           0.0024417
                 851,            0.030853,            0.014385,          0.00037488,            0.081138,             0.98795,             0.90098,             0.94288,             0.83063,            0.019189,            0.010881,          0.00016931,            0.065722,            0.002436,            0.002436,            0.002436
                 852,              0.0302,            0.014245,          0.00032199,            0.077988,              0.9872,             0.90098,             0.94268,             0.83025,            0.019186,            0.010875,          0.00016852,            0.065744,           0.0024303,           0.0024303,           0.0024303
                 853,            0.030327,            0.013101,          0.00026322,            0.078407,             0.98311,             0.90112,             0.94282,             0.83108,            0.019175,            0.010858,          0.00016815,            0.065738,           0.0024246,           0.0024246,           0.0024246
                 854,            0.030715,            0.014158,          0.00037996,            0.078329,             0.98447,             0.90133,              0.9431,             0.83111,            0.019165,            0.010843,          0.00016803,            0.065677,            0.002419,            0.002419,            0.002419
                 855,            0.030928,              0.0143,          0.00031995,            0.079729,             0.97912,             0.90183,             0.94238,             0.82979,             0.01917,            0.010836,          0.00016787,            0.065631,           0.0024134,           0.0024134,           0.0024134
                 856,            0.030059,            0.013846,          0.00038389,            0.082271,             0.98354,             0.90212,              0.9427,             0.82966,            0.019173,            0.010825,          0.00016706,            0.065557,           0.0024079,           0.0024079,           0.0024079
                 857,            0.030759,            0.013978,          0.00042952,            0.081087,             0.98281,             0.90207,             0.94309,             0.82997,            0.019145,            0.010812,          0.00016675,            0.065489,           0.0024024,           0.0024024,           0.0024024
                 858,            0.029442,            0.014394,          0.00033747,            0.081066,             0.98748,             0.90227,              0.9434,             0.83164,            0.019141,            0.010818,          0.00016688,            0.065375,           0.0023969,           0.0023969,           0.0023969
                 859,            0.029604,            0.013531,           0.0003543,            0.081002,             0.98631,             0.90215,             0.94278,             0.83196,            0.019136,            0.010815,          0.00016688,            0.065317,           0.0023915,           0.0023915,           0.0023915
                 860,            0.029257,            0.014246,          0.00037415,            0.080116,              0.9874,             0.90211,             0.94312,             0.83296,            0.019116,            0.010823,          0.00016687,            0.065281,           0.0023861,           0.0023861,           0.0023861
                 861,            0.030056,            0.013665,           0.0002984,            0.078204,             0.98535,             0.90221,             0.94251,             0.83306,            0.019095,            0.010813,          0.00016592,            0.065243,           0.0023807,           0.0023807,           0.0023807
                 862,            0.030122,            0.013346,          0.00034405,            0.080297,             0.98041,              0.9018,             0.94181,             0.83108,            0.019071,            0.010803,          0.00016497,            0.065264,           0.0023754,           0.0023754,           0.0023754
                 863,            0.031161,            0.013867,           0.0004162,            0.081303,             0.98167,             0.90211,             0.94254,             0.83201,            0.019044,            0.010803,          0.00016445,            0.065268,           0.0023701,           0.0023701,           0.0023701
                 864,            0.029053,            0.013026,           0.0003829,            0.077563,             0.98559,             0.90204,             0.94286,             0.83203,            0.019015,            0.010792,          0.00016438,            0.065283,           0.0023648,           0.0023648,           0.0023648
                 865,            0.030995,            0.013792,           0.0002855,            0.079016,              0.9851,             0.90165,             0.94283,             0.83172,            0.018994,            0.010786,          0.00016433,            0.065286,           0.0023596,           0.0023596,           0.0023596
