               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                 177,            0.050684,             0.01867,          0.00068356,             0.11187,             0.94046,             0.88615,             0.92616,              0.5793,            0.034355,            0.014865,          0.00068927,            0.094398,            0.009404,            0.009404,            0.009404
                 178,            0.049837,             0.01743,          0.00086201,             0.11255,             0.84867,             0.86529,             0.89347,             0.45901,             0.04209,            0.015755,           0.0010339,            0.094482,           0.0093974,           0.0093974,           0.0093974
                 179,            0.053497,            0.018669,          0.00087371,             0.11105,             0.97304,             0.88865,             0.92607,             0.57716,            0.035654,            0.015692,          0.00059303,            0.095212,           0.0093907,           0.0093907,           0.0093907
                 180,            0.049154,            0.017315,          0.00096268,              0.1118,             0.95728,             0.88155,             0.91574,             0.52926,            0.033748,            0.014869,           0.0005118,            0.094286,            0.009384,            0.009384,            0.009384
                 181,            0.050991,            0.019322,          0.00097339,             0.11235,             0.96921,             0.87639,              0.9202,             0.57084,            0.039331,            0.015132,          0.00067298,            0.092821,           0.0093773,           0.0093773,           0.0093773
                 182,            0.049403,            0.017002,          0.00084657,             0.11459,              0.9377,             0.87179,             0.91817,             0.56759,            0.038256,            0.015087,           0.0005485,            0.095955,           0.0093706,           0.0093706,           0.0093706
                 183,            0.050209,            0.018652,          0.00072018,             0.11203,              0.9224,             0.88267,             0.91799,             0.56355,            0.040046,            0.015038,          0.00069511,            0.096891,           0.0093638,           0.0093638,           0.0093638
                 184,            0.053545,             0.01768,          0.00062982,             0.10872,             0.94848,             0.87394,             0.91524,             0.58809,            0.037745,            0.014951,          0.00052726,            0.094397,            0.009357,            0.009357,            0.009357
                 185,            0.048765,            0.018597,          0.00075014,             0.11301,             0.96624,             0.88211,             0.92571,             0.57402,            0.032582,            0.014712,          0.00054713,             0.10782,           0.0093501,           0.0093501,           0.0093501
                 186,            0.051049,            0.019323,          0.00085582,             0.11136,             0.93906,               0.865,             0.89243,             0.44198,            0.039261,            0.015277,          0.00056364,            0.092941,           0.0093432,           0.0093432,           0.0093432
                 187,            0.051367,            0.017346,          0.00074617,             0.11202,             0.91438,              0.8742,             0.91549,              0.5629,             0.03813,            0.015828,          0.00049838,            0.093394,           0.0093363,           0.0093363,           0.0093363
                 188,            0.050228,            0.018345,          0.00084572,              0.1104,             0.97455,             0.87624,             0.92272,             0.59495,             0.03511,            0.015024,          0.00053472,            0.095009,           0.0093294,           0.0093294,           0.0093294
                 189,            0.050112,            0.017439,          0.00063334,             0.10669,             0.95314,             0.87634,              0.9159,             0.54749,            0.036931,            0.015084,          0.00086423,            0.093194,           0.0093224,           0.0093224,           0.0093224
                 190,            0.050661,              0.0167,          0.00075724,             0.10736,             0.97429,             0.86975,             0.91733,             0.61515,            0.034896,            0.014709,           0.0005772,            0.092218,           0.0093154,           0.0093154,           0.0093154
                 191,            0.048958,            0.016647,           0.0007241,              0.1134,             0.96574,              0.8848,             0.92428,             0.61268,            0.033676,            0.014728,          0.00062838,             0.10062,           0.0093083,           0.0093083,           0.0093083
                 192,            0.049118,            0.016618,           0.0006835,             0.10917,             0.96928,              0.8843,             0.92477,             0.60567,            0.032356,            0.014703,          0.00054368,            0.098859,           0.0093012,           0.0093012,           0.0093012
                 193,            0.049163,            0.017221,          0.00084773,             0.10735,             0.97074,             0.89085,             0.92561,             0.61626,            0.034934,            0.015007,          0.00054437,             0.09258,           0.0092941,           0.0092941,           0.0092941
                 194,            0.050413,            0.017456,          0.00077734,             0.10732,             0.95674,             0.88248,             0.92108,             0.62807,            0.034545,            0.014731,          0.00057092,             0.09381,            0.009287,            0.009287,            0.009287
                 195,            0.047896,            0.017663,          0.00073616,              0.1118,             0.96996,             0.89258,             0.92952,             0.59886,            0.033993,            0.015573,          0.00075366,            0.089452,           0.0092798,           0.0092798,           0.0092798
                 196,            0.049069,            0.017781,          0.00065892,             0.11078,             0.92987,              0.8677,             0.90887,             0.55612,            0.040392,            0.014962,          0.00055907,            0.092971,           0.0092726,           0.0092726,           0.0092726
                 197,            0.047965,            0.016985,          0.00067601,              0.1115,             0.97417,             0.88358,             0.92715,             0.56807,             0.03288,            0.014592,          0.00056285,            0.095119,           0.0092654,           0.0092654,           0.0092654
                 198,             0.04993,            0.016751,           0.0006352,             0.10896,             0.96675,             0.88896,             0.92849,             0.62467,            0.033806,            0.014729,          0.00055119,            0.098584,           0.0092581,           0.0092581,           0.0092581
                 199,            0.048212,            0.018465,           0.0008517,             0.10999,              0.9573,             0.87409,             0.92001,             0.57512,            0.034454,            0.014663,          0.00046546,            0.092154,           0.0092508,           0.0092508,           0.0092508
                 200,            0.049761,            0.018198,          0.00061694,             0.11155,             0.96359,             0.88649,             0.92419,             0.54797,            0.036051,            0.014998,          0.00052593,             0.10056,           0.0092434,           0.0092434,           0.0092434
                 201,            0.050922,            0.018653,           0.0008758,             0.10904,             0.95332,             0.88956,               0.923,             0.57793,            0.037413,            0.014915,          0.00052944,            0.092195,           0.0092361,           0.0092361,           0.0092361
                 202,            0.050046,            0.019261,          0.00070991,             0.10941,             0.97533,             0.88089,             0.92545,             0.62357,            0.032021,            0.014755,          0.00064494,            0.091489,           0.0092287,           0.0092287,           0.0092287
                 203,            0.049803,            0.019598,          0.00087926,             0.10931,             0.96589,              0.8839,              0.9293,             0.59463,            0.034564,            0.014943,          0.00056634,            0.091486,           0.0092212,           0.0092212,           0.0092212
                 204,            0.048208,            0.018607,          0.00087911,             0.11104,             0.97577,             0.88731,              0.9297,             0.64155,            0.031418,             0.01473,          0.00058887,            0.093897,           0.0092138,           0.0092138,           0.0092138
                 205,            0.048102,            0.017027,          0.00096447,             0.10873,             0.97942,              0.8797,             0.92541,             0.59846,            0.032453,            0.014757,          0.00055877,            0.092958,           0.0092063,           0.0092063,           0.0092063
                 206,             0.04821,            0.017508,          0.00074327,              0.1107,             0.97273,             0.88337,             0.92758,             0.64256,            0.034367,            0.015008,          0.00050345,            0.093614,           0.0091987,           0.0091987,           0.0091987
                 207,            0.049078,            0.017722,          0.00061312,             0.11002,             0.95904,             0.88955,             0.92887,             0.60561,            0.034371,            0.014976,           0.0005165,            0.094418,           0.0091912,           0.0091912,           0.0091912
                 208,            0.046828,            0.018437,          0.00091604,             0.11215,             0.97397,             0.89151,             0.92858,              0.5891,            0.035516,            0.015124,           0.0005052,            0.091209,           0.0091836,           0.0091836,           0.0091836
                 209,            0.047778,            0.018233,          0.00067973,             0.10794,             0.95662,             0.88805,             0.92326,             0.59402,            0.032475,             0.01516,          0.00049886,            0.092272,            0.009176,            0.009176,            0.009176
                 210,            0.048335,            0.017946,          0.00076178,              0.1088,             0.95745,             0.87774,             0.92046,             0.58634,            0.033804,            0.014465,          0.00040385,            0.093114,           0.0091683,           0.0091683,           0.0091683
                 211,            0.048664,            0.016703,          0.00057899,             0.10553,             0.95516,             0.88219,             0.91935,             0.64176,             0.03516,            0.014942,           0.0004549,            0.092965,           0.0091606,           0.0091606,           0.0091606
                 212,            0.048074,            0.017021,          0.00061212,             0.10911,             0.96562,             0.88435,             0.92958,             0.62013,            0.032876,            0.015036,          0.00053131,            0.092963,           0.0091529,           0.0091529,           0.0091529
                 213,            0.049007,            0.017548,          0.00075115,              0.1098,             0.95043,             0.88407,             0.92893,             0.65638,            0.034437,            0.014726,          0.00051899,             0.09361,           0.0091452,           0.0091452,           0.0091452
                 214,            0.047444,            0.017292,           0.0007861,             0.10778,             0.76508,             0.89612,             0.87173,             0.47596,            0.043318,            0.015017,          0.00051497,            0.095425,           0.0091374,           0.0091374,           0.0091374
                 215,            0.046238,            0.017238,          0.00087405,             0.10835,             0.96881,             0.88908,             0.93029,             0.59757,            0.032557,            0.014446,          0.00057869,             0.09293,           0.0091296,           0.0091296,           0.0091296
                 216,            0.049123,            0.017845,          0.00075077,             0.10786,             0.97069,             0.88995,             0.92872,             0.62236,            0.031165,            0.014365,          0.00050909,            0.092917,           0.0091217,           0.0091217,           0.0091217
                 217,            0.047593,            0.017991,          0.00096553,             0.10793,             0.97604,             0.89047,             0.93005,              0.6404,            0.029638,            0.014456,          0.00052599,            0.093174,           0.0091138,           0.0091138,           0.0091138
                 218,            0.048274,            0.016392,          0.00082147,             0.10606,             0.96123,             0.89358,             0.92482,             0.60936,            0.034314,            0.014841,          0.00056268,            0.089572,           0.0091059,           0.0091059,           0.0091059
                 219,            0.048818,            0.018268,          0.00087644,             0.10774,             0.97537,             0.87607,              0.9135,             0.64586,            0.030878,            0.014611,          0.00057482,            0.091115,            0.009098,            0.009098,            0.009098
                 220,            0.048645,            0.018072,          0.00064209,             0.10979,             0.98231,             0.88958,              0.9273,             0.64221,            0.031499,            0.014483,          0.00067834,            0.088438,             0.00909,             0.00909,             0.00909
                 221,            0.048596,            0.018974,          0.00073099,             0.10522,             0.97408,              0.8895,             0.92571,             0.67044,            0.028894,            0.014921,          0.00074155,            0.089435,           0.0090821,           0.0090821,           0.0090821
                 222,            0.047505,            0.017111,          0.00084142,             0.10932,             0.96907,             0.88928,             0.92863,             0.69877,            0.031815,            0.014595,           0.0005891,             0.09328,            0.009074,            0.009074,            0.009074
                 223,            0.049738,            0.018328,          0.00075265,             0.10479,             0.94048,              0.8839,             0.92209,             0.55727,            0.037255,            0.014945,          0.00061139,            0.089881,            0.009066,            0.009066,            0.009066
                 224,            0.048008,            0.017174,          0.00087405,             0.10711,             0.97645,              0.8833,             0.93035,             0.65437,            0.030261,            0.014476,          0.00058788,            0.090914,           0.0090579,           0.0090579,           0.0090579
                 225,            0.048703,            0.018217,          0.00071273,             0.10594,             0.97182,             0.89214,             0.93104,             0.64239,            0.030418,            0.014269,          0.00051719,            0.095546,           0.0090498,           0.0090498,           0.0090498
                 226,            0.049246,            0.017653,          0.00072475,             0.10659,             0.96512,             0.88571,             0.92904,             0.60437,            0.030861,            0.014462,          0.00054145,            0.092376,           0.0090416,           0.0090416,           0.0090416
                 227,            0.046644,            0.016672,          0.00073488,             0.10499,             0.97509,             0.87868,             0.92565,             0.57913,            0.033977,             0.01478,          0.00065263,            0.097103,           0.0090334,           0.0090334,           0.0090334
                 228,            0.047757,             0.01744,           0.0010248,              0.1079,             0.97592,             0.88777,             0.93196,             0.66445,            0.030201,            0.014632,          0.00045628,            0.088259,           0.0090252,           0.0090252,           0.0090252
                 229,            0.047158,            0.017674,          0.00062146,             0.10623,             0.95894,             0.88606,             0.92551,             0.58574,            0.032004,             0.01472,          0.00054173,            0.087123,            0.009017,            0.009017,            0.009017
                 230,             0.04727,            0.018084,          0.00079441,             0.10579,             0.97575,             0.89242,                0.93,             0.64431,            0.029607,            0.014187,          0.00042976,            0.087135,           0.0090087,           0.0090087,           0.0090087
                 231,            0.048786,            0.017746,           0.0007172,              0.1065,             0.98127,             0.89047,             0.92849,             0.67498,            0.029293,             0.01424,          0.00044954,            0.089056,           0.0090004,           0.0090004,           0.0090004
                 232,              0.0479,             0.01783,          0.00065951,             0.10423,             0.94903,             0.87228,             0.91324,             0.62502,            0.033342,            0.014427,          0.00043802,            0.092374,           0.0089921,           0.0089921,           0.0089921
                 233,            0.048717,            0.017706,          0.00072738,             0.10378,             0.97668,             0.88252,             0.92442,             0.65494,            0.029928,            0.014328,          0.00046935,            0.089016,           0.0089838,           0.0089838,           0.0089838
                 234,            0.046919,            0.017833,          0.00069956,             0.10407,             0.97282,             0.89135,             0.92541,             0.64712,            0.030731,            0.014462,          0.00046982,            0.087084,           0.0089754,           0.0089754,           0.0089754
                 235,            0.049647,            0.017611,          0.00069751,              0.1046,             0.97534,             0.89249,             0.92721,             0.67322,            0.031373,            0.014648,          0.00060499,            0.087399,            0.008967,            0.008967,            0.008967
                 236,             0.04755,            0.016761,          0.00058473,             0.10337,             0.97151,             0.88987,             0.92572,             0.65665,            0.031384,            0.014608,          0.00052055,            0.086537,           0.0089585,           0.0089585,           0.0089585
                 237,            0.047653,            0.018562,          0.00078827,             0.10497,             0.98586,             0.89035,             0.93103,             0.70284,            0.029741,            0.014318,          0.00051405,            0.086714,           0.0089501,           0.0089501,           0.0089501
                 238,            0.047277,            0.018221,          0.00065927,             0.10564,              0.8963,             0.88613,             0.92107,             0.52265,            0.040505,            0.014866,           0.0005262,            0.087436,           0.0089416,           0.0089416,           0.0089416
                 239,            0.048011,             0.01721,          0.00061702,             0.10798,             0.97259,             0.89004,             0.93011,             0.67304,            0.030066,            0.014542,          0.00045313,            0.089024,            0.008933,            0.008933,            0.008933
                 240,            0.048662,            0.017829,          0.00078903,             0.10689,             0.97252,             0.89102,             0.93131,             0.68068,            0.030157,            0.014862,          0.00046186,            0.088844,           0.0089245,           0.0089245,           0.0089245
                 241,            0.046146,            0.017028,          0.00065279,             0.10712,              0.9713,             0.89214,             0.93322,             0.66692,            0.033811,            0.014489,          0.00043515,            0.088848,           0.0089159,           0.0089159,           0.0089159
                 242,            0.046181,            0.017668,          0.00080216,             0.10835,              0.9789,              0.8903,             0.93219,             0.68434,             0.03172,            0.014279,          0.00046996,            0.089506,           0.0089073,           0.0089073,           0.0089073
                 243,            0.046791,            0.017522,          0.00075735,             0.10541,              0.9754,              0.8956,             0.92703,             0.67406,             0.02999,             0.01446,          0.00043599,            0.085931,           0.0088986,           0.0088986,           0.0088986
                 244,            0.047338,            0.017407,          0.00059772,             0.10422,             0.97807,             0.89105,             0.93027,             0.67558,            0.028823,            0.014321,           0.0004576,             0.08481,           0.0088899,           0.0088899,           0.0088899
                 245,            0.047188,            0.017279,          0.00080406,             0.10685,             0.97656,             0.88637,             0.92848,             0.64646,            0.035253,            0.014631,          0.00044924,            0.089766,           0.0088812,           0.0088812,           0.0088812
                 246,            0.045144,            0.016251,           0.0006593,             0.10504,             0.98173,             0.89048,             0.93307,             0.67804,            0.028567,            0.014216,          0.00045113,            0.088492,           0.0088725,           0.0088725,           0.0088725
                 247,            0.047034,            0.017179,          0.00084196,             0.10349,             0.96218,             0.89221,             0.93111,              0.6982,            0.032351,            0.014731,          0.00045859,            0.087644,           0.0088637,           0.0088637,           0.0088637
                 248,            0.048429,            0.016642,          0.00069104,             0.10275,             0.96896,             0.89037,             0.93235,             0.66132,            0.032028,            0.014504,          0.00046976,            0.086032,            0.008855,            0.008855,            0.008855
                 249,            0.045959,             0.01716,          0.00072468,             0.10358,             0.98026,             0.88138,             0.93077,             0.67953,            0.032507,            0.014295,          0.00045414,            0.090474,           0.0088461,           0.0088461,           0.0088461
                 250,            0.048494,            0.017696,          0.00070339,             0.10323,             0.97502,             0.89098,             0.93112,             0.68045,            0.029244,             0.01422,          0.00049014,            0.092254,           0.0088373,           0.0088373,           0.0088373
                 251,            0.046985,            0.017547,          0.00059147,             0.10365,             0.96106,             0.89983,             0.93021,             0.62022,            0.031696,            0.014537,          0.00047367,            0.090513,           0.0088284,           0.0088284,           0.0088284
                 252,            0.045898,            0.017658,           0.0007053,             0.10702,             0.97621,             0.87407,             0.92675,             0.65292,            0.029999,            0.014485,          0.00044443,            0.090049,           0.0088195,           0.0088195,           0.0088195
                 253,             0.04771,            0.018616,           0.0007974,             0.10517,             0.97486,             0.88166,             0.92498,             0.62773,            0.033765,            0.014476,          0.00042572,            0.089207,           0.0088106,           0.0088106,           0.0088106
                 254,            0.047353,            0.018399,             0.00071,             0.10693,              0.9712,             0.88042,             0.93035,             0.58456,            0.033412,            0.014387,           0.0004857,            0.088379,           0.0088016,           0.0088016,           0.0088016
                 255,            0.046339,            0.017556,          0.00077164,             0.10614,             0.96643,              0.8769,             0.92502,              0.6783,            0.029903,            0.014988,          0.00049219,            0.084745,           0.0087927,           0.0087927,           0.0087927
                 256,            0.047521,            0.016991,          0.00069271,             0.10235,             0.97983,             0.87862,             0.92519,             0.68114,            0.030973,             0.01458,          0.00047994,            0.085275,           0.0087837,           0.0087837,           0.0087837
                 257,            0.048337,            0.018031,          0.00065899,             0.10319,             0.98292,             0.88754,             0.92905,             0.61578,            0.030059,            0.014246,          0.00041398,            0.087199,           0.0087746,           0.0087746,           0.0087746
                 258,            0.047452,            0.016823,          0.00071324,             0.10121,             0.97133,             0.89483,              0.9301,             0.63942,            0.031541,             0.01449,           0.0004005,            0.083931,           0.0087655,           0.0087655,           0.0087655
                 259,            0.049188,            0.017539,          0.00071589,            0.099432,             0.97899,             0.88615,             0.92988,             0.68165,            0.030698,            0.014456,           0.0004445,            0.084445,           0.0087565,           0.0087565,           0.0087565
                 260,            0.046408,            0.016236,          0.00058777,             0.09972,             0.96864,             0.89381,             0.93062,             0.66954,            0.032374,            0.014405,          0.00049565,            0.083622,           0.0087473,           0.0087473,           0.0087473
                 261,            0.046185,            0.018189,          0.00068716,             0.10513,             0.97502,              0.8867,             0.93047,             0.69674,            0.029865,            0.014179,          0.00052686,            0.086416,           0.0087382,           0.0087382,           0.0087382
                 262,            0.046264,            0.016842,          0.00072325,             0.10261,             0.96828,             0.88046,             0.92765,             0.67278,            0.029389,            0.014384,          0.00049656,            0.086723,            0.008729,            0.008729,            0.008729
                 263,            0.046644,            0.017645,          0.00075779,             0.10513,             0.97339,             0.89341,             0.92999,             0.67651,            0.030166,            0.014274,           0.0004661,            0.086113,           0.0087198,           0.0087198,           0.0087198
                 264,            0.045542,            0.017711,          0.00061543,             0.10359,             0.97716,             0.88983,             0.93212,             0.68954,            0.028758,            0.014179,           0.0004231,            0.084653,           0.0087106,           0.0087106,           0.0087106
                 265,            0.045215,            0.017727,          0.00063661,             0.10386,             0.98491,             0.88452,             0.93334,             0.70526,            0.027994,            0.014109,          0.00043901,            0.084124,           0.0087013,           0.0087013,           0.0087013
                 266,            0.046604,            0.017076,           0.0007435,             0.10485,             0.97766,             0.88849,             0.92883,             0.68548,            0.031451,             0.01442,          0.00050229,            0.084489,           0.0086921,           0.0086921,           0.0086921
                 267,            0.047813,            0.017731,          0.00078162,             0.10375,             0.96694,             0.88938,             0.93029,             0.64328,            0.029086,            0.014312,          0.00059399,            0.085347,           0.0086827,           0.0086827,           0.0086827
                 268,            0.045788,            0.016885,          0.00073918,             0.10407,             0.96706,             0.88853,             0.93139,              0.6385,            0.029659,            0.014437,          0.00045983,            0.083478,           0.0086734,           0.0086734,           0.0086734
                 269,            0.047287,            0.016749,          0.00054595,            0.097136,             0.97085,             0.88687,             0.93045,             0.68159,            0.030675,            0.014286,          0.00051194,            0.084719,            0.008664,            0.008664,            0.008664
                 270,            0.046959,            0.017297,          0.00066498,            0.099245,             0.98135,             0.88173,             0.92859,             0.65952,            0.031188,            0.014181,            0.000503,            0.084341,           0.0086547,           0.0086547,           0.0086547
                 271,            0.047619,              0.0184,          0.00068721,             0.10439,             0.97939,             0.88792,             0.92783,             0.65307,            0.028985,            0.013955,          0.00053769,            0.084005,           0.0086452,           0.0086452,           0.0086452
                 272,            0.047289,            0.017441,          0.00063691,             0.10348,             0.98056,             0.88822,             0.92812,             0.67867,            0.029168,             0.01402,          0.00053564,            0.086863,           0.0086358,           0.0086358,           0.0086358
                 273,             0.04631,            0.017425,          0.00064503,             0.09956,             0.97554,             0.88583,             0.93102,             0.63866,            0.027893,            0.013812,          0.00042126,            0.088114,           0.0086263,           0.0086263,           0.0086263
                 274,            0.045804,            0.017343,           0.0010196,             0.10328,             0.97899,             0.89486,             0.93235,             0.70768,            0.028014,            0.013693,           0.0004884,            0.084105,           0.0086169,           0.0086169,           0.0086169
                 275,            0.045921,             0.01674,          0.00062248,            0.096433,             0.98478,             0.89453,              0.9331,             0.66918,            0.029757,            0.013638,          0.00057228,            0.082268,           0.0086073,           0.0086073,           0.0086073
                 276,            0.045218,            0.017589,          0.00061834,             0.10064,             0.97464,             0.89287,             0.93067,             0.65816,            0.030943,            0.014147,           0.0006494,             0.08525,           0.0085978,           0.0085978,           0.0085978
                 277,            0.046596,            0.017183,          0.00063252,             0.10063,             0.98275,             0.89418,             0.93525,             0.70349,             0.02863,            0.014216,          0.00047503,            0.084173,           0.0085882,           0.0085882,           0.0085882
                 278,            0.047275,            0.017481,          0.00054658,            0.099876,             0.97531,             0.89216,             0.93293,              0.7109,            0.028351,            0.014081,          0.00044131,            0.084418,           0.0085786,           0.0085786,           0.0085786
                 279,            0.045055,            0.017496,          0.00055405,              0.1022,             0.97741,             0.89176,             0.93467,             0.70376,            0.027676,            0.013966,          0.00040606,            0.082663,            0.008569,            0.008569,            0.008569
                 280,            0.047026,            0.017015,          0.00057138,            0.099808,             0.96927,             0.89349,             0.93364,             0.71642,            0.027991,            0.014269,          0.00037495,            0.086564,           0.0085594,           0.0085594,           0.0085594
                 281,            0.046299,            0.016972,          0.00047462,            0.097228,             0.97939,             0.88752,              0.9263,             0.67845,            0.029606,            0.013917,          0.00037064,            0.084306,           0.0085497,           0.0085497,           0.0085497
                 282,             0.04786,            0.017179,          0.00061838,             0.09781,             0.97558,             0.89641,              0.9286,             0.66017,            0.034176,            0.014356,          0.00039757,            0.080925,             0.00854,             0.00854,             0.00854
                 283,            0.044646,            0.016275,           0.0005073,             0.10023,             0.97865,              0.8955,             0.92947,             0.67527,            0.029953,            0.014284,          0.00042669,            0.081061,           0.0085303,           0.0085303,           0.0085303
                 284,            0.045152,            0.018439,           0.0005552,             0.10245,             0.97918,              0.8926,             0.92929,             0.68288,            0.027805,            0.013853,          0.00059058,            0.082383,           0.0085205,           0.0085205,           0.0085205
                 285,            0.044904,            0.017085,          0.00055112,             0.10057,             0.97865,             0.89702,              0.9316,             0.66456,            0.027875,            0.013884,          0.00069221,            0.082177,           0.0085108,           0.0085108,           0.0085108
                 286,            0.044696,            0.016531,          0.00066586,             0.10038,             0.97113,             0.89685,             0.93041,             0.66377,            0.029356,            0.014079,          0.00042949,            0.083276,            0.008501,            0.008501,            0.008501
                 287,            0.046938,            0.017199,          0.00058526,            0.098578,             0.96727,              0.8979,             0.92983,                0.62,            0.031567,            0.014342,          0.00041745,            0.084384,           0.0084912,           0.0084912,           0.0084912
                 288,            0.045306,            0.017462,          0.00062875,             0.10282,             0.96772,             0.89541,              0.9311,             0.67701,            0.028714,            0.014087,          0.00043709,            0.084804,           0.0084813,           0.0084813,           0.0084813
                 289,            0.043792,            0.017572,          0.00062949,             0.10315,             0.97174,             0.89164,             0.92741,             0.67637,            0.028369,            0.013959,          0.00036326,            0.082209,           0.0084714,           0.0084714,           0.0084714
                 290,            0.044315,            0.017524,          0.00063139,            0.099417,             0.97187,              0.8947,             0.93164,             0.67066,             0.02827,            0.014153,          0.00033095,            0.081335,           0.0084615,           0.0084615,           0.0084615
                 291,            0.046027,            0.016301,          0.00052006,            0.096618,             0.97324,             0.89525,             0.93394,             0.69038,            0.029965,            0.014314,          0.00033056,            0.081956,           0.0084516,           0.0084516,           0.0084516
                 292,            0.045803,            0.016882,          0.00072096,            0.098218,              0.9711,              0.8953,             0.93056,              0.7128,            0.026935,            0.013957,          0.00038041,            0.081316,           0.0084417,           0.0084417,           0.0084417
                 293,            0.045264,            0.016875,           0.0005424,            0.098917,             0.97852,             0.89661,             0.92679,             0.71406,            0.028376,            0.014072,           0.0004992,            0.079861,           0.0084317,           0.0084317,           0.0084317
                 294,            0.045535,             0.01825,          0.00060445,             0.10207,              0.9752,              0.8937,             0.92573,             0.67896,            0.028999,            0.013935,          0.00057637,            0.081104,           0.0084217,           0.0084217,           0.0084217
                 295,            0.045453,            0.017811,          0.00053495,             0.10004,             0.97001,             0.89592,             0.92654,             0.71707,            0.028018,             0.01408,          0.00046755,             0.08175,           0.0084117,           0.0084117,           0.0084117
                 296,            0.044282,            0.016543,          0.00057069,            0.099067,             0.97398,             0.89534,             0.93166,             0.70332,            0.028351,            0.014015,          0.00038029,            0.081094,           0.0084017,           0.0084017,           0.0084017
                 297,            0.045562,            0.016565,          0.00058764,            0.096481,             0.98267,             0.89449,             0.93426,             0.69965,            0.028748,            0.014055,          0.00037887,            0.080807,           0.0083916,           0.0083916,           0.0083916
                 298,             0.04374,             0.01598,          0.00068424,             0.10046,             0.97839,             0.89483,             0.92932,              0.6561,            0.030506,             0.01393,          0.00043376,            0.082646,           0.0083815,           0.0083815,           0.0083815
                 299,            0.045165,            0.017216,          0.00067439,             0.10092,             0.98462,             0.88648,             0.92931,             0.67211,            0.029467,            0.013925,          0.00066017,             0.08133,           0.0083714,           0.0083714,           0.0083714
                 300,            0.045566,            0.017216,          0.00066647,             0.10023,             0.98718,             0.88768,             0.92956,             0.70474,            0.026768,            0.013486,          0.00049775,            0.083421,           0.0083613,           0.0083613,           0.0083613
                 301,            0.045701,            0.016396,          0.00066468,            0.098875,             0.97379,             0.88742,              0.9256,             0.59075,            0.031914,            0.014052,          0.00040849,            0.081859,           0.0083511,           0.0083511,           0.0083511
                 302,            0.046021,            0.016434,          0.00072538,            0.096608,             0.97479,             0.89105,             0.93197,             0.65653,            0.028695,             0.01377,          0.00040332,            0.080554,            0.008341,            0.008341,            0.008341
                 303,            0.045668,            0.017625,          0.00060506,              0.1042,             0.97886,             0.88945,             0.93005,             0.72815,            0.027886,            0.014136,          0.00056849,            0.080187,           0.0083308,           0.0083308,           0.0083308
                 304,            0.045074,            0.016867,          0.00065466,            0.097352,             0.98197,              0.8869,             0.92716,             0.68479,            0.029756,            0.014001,          0.00046098,            0.079998,           0.0083205,           0.0083205,           0.0083205
                 305,            0.045202,            0.016919,          0.00071927,            0.099559,             0.97478,             0.89915,             0.92884,             0.67332,            0.029268,            0.014208,          0.00043598,            0.079888,           0.0083103,           0.0083103,           0.0083103
                 306,            0.045472,            0.017799,          0.00065055,            0.098889,              0.9832,             0.89314,             0.93219,             0.63558,            0.028089,            0.014023,          0.00047206,            0.082322,              0.0083,              0.0083,              0.0083
                 307,             0.04398,             0.01585,          0.00074732,            0.097604,             0.97916,             0.89112,             0.93367,             0.69903,            0.027225,            0.014047,          0.00054235,            0.078956,           0.0082897,           0.0082897,           0.0082897
                 308,            0.042963,            0.016571,          0.00059033,            0.097782,             0.98186,             0.88821,             0.93038,             0.69722,            0.027673,            0.013998,          0.00045396,            0.079773,           0.0082794,           0.0082794,           0.0082794
                 309,            0.046095,            0.018352,          0.00065334,            0.099399,              0.9813,              0.8865,             0.93084,             0.67463,            0.031563,            0.013992,          0.00042605,            0.079871,           0.0082691,           0.0082691,           0.0082691
                 310,            0.043614,            0.016566,          0.00076523,            0.098237,             0.98187,             0.89399,             0.93551,             0.70308,            0.027099,            0.013618,          0.00037726,            0.081036,           0.0082587,           0.0082587,           0.0082587
